Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
IDA only,IDX,26575802496.45,27853322538.99,30194437876.03,35183395435.24,32290035218.54,37240947265.11,40394036340.51,40866560606.44,42866022407.06,48165374815.32,50047555951.89,53253379866.65,52659668484.25,63575065746.40,82159365608.23,101580231270.70,92922225006.28,104860663667.86,122826497399.50,137358479099.69,148298433286.36,151104116873.07,150223667526.36,143601722074.86,143185582792.13,153510582131.48,164896170000.74,174741039461.52,177585851255.72,177233489850.72,186186474167.44,189712605825.22,177988488720.94,179815585685.13,166157092481.69,189675133101.61,207499367857.06,218026599697.90,223764930863.97,226635052147.24,248603410062.97,243589213446.98,258526525388.42,291258725207.77,329367023001.31,375393317137.94,436590130451.52,518733898402.51,629698302598.45,650408779278.03,738242979081.80,833522757636.59,881148790694.84,960195465079.51,1035220622681.81,1039478554734.75,1060271611687.89,1186015013019.41
Isle of Man,IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914727080.64,1023086918.63,1180919719.41,1382548249.78,1567465656.85,1563667799.62,1614595290.92,1897606791.43,2264911806.90,2758117365.05,2971167185.36,3344402193.25,5685988395.36,5827468750.00,5487083657.89,5920177688.50,6142169524.11,6433357030.02,6754330154.76,7428280401.51,6792417112.30,,
India,IND,36535925031.34,38709096075.63,41599070242.31,47776000900.03,55726873083.55,58760424669.85,45253641303.19,49466168890.95,52377324284.20,57668330026.36,61589800519.51,66452561865.83,70509913049.40,84374541630.21,98198276856.62,97159222024.14,101346972433.93,119866746574.41,135468782808.69,150950826964.42,183839864649.15,190909548789.77,198037712681.61,215350771428.33,209328156800.87,229410293759.07,245664654062.87,275311425331.64,292632656262.69,292093308319.64,316697337894.51,266502281094.12,284363884080.10,275570363431.90,322909902308.89,355475984177.45,387656017798.60,410320300470.28,415730874171.13,452699998386.91,462146799337.70,478965491060.77,508068952065.90,599592902016.35,699688852930.28,808901077222.84,920316529729.75,1201111768410.27,1186952757636.11,1323940295874.06,1656617073124.71,1823049927772.05,1827637859136.23,1856722121394.42,2039127446299.30,2102390808997.09,2274229710530.03,2597491162897.67
Not classified,INX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,1939329775.44,2088012282.36,2260349684.09,2430843768.45,2766608945.87,2945704143.00,3104034393.23,3343636773.37,3278584478.33,3787077343.73,4401259686.26,5104355500.19,6325627655.39,7490132548.72,7906317252.81,9495166027.87,9465078403.62,11261811100.43,14665538508.00,18341273855.58,21773901764.04,20694944733.17,21500472054.55,20790917686.21,20130728786.07,21295486382.94,28748960470.54,33961142322.10,37818134253.15,39285385087.62,49364681255.70,49847128533.40,55985506498.73,52480253168.97,57166037102.47,69222626262.63,75880632560.48,82826146131.81,90082034316.47,98691849563.18,99853528653.03,109133512304.25,127945379258.42,164285112866.82,193870350136.58,211650764830.25,232085535064.61,269917519846.70,275020023436.36,236311336482.36,221951354761.53,239018536581.68,225571853194.35,239389340720.49,258099014042.12,290617008367.57,304819018067.11,333730764773.18
"Iran, Islamic Rep.",IRN,4199134390.13,4426949094.75,4693566416.44,4928628018.39,5379845647.32,6197319929.69,6789938673.21,7555383689.96,8623172959.98,9743089606.11,10976245154.45,13731801564.69,17153463263.66,27081698249.16,46209092072.59,51776222349.69,68055295080.17,80600122701.46,77994316621.63,90391877324.99,94362275579.83,100499312748.72,125948756439.67,156365156618.81,162276728618.74,180183629598.69,209094561833.82,134009995922.57,123057861333.92,120496362916.25,124813263926.25,,,63743623232.03,71841461172.57,96419225743.64,120403931885.45,113919163421.12,110276913362.53,113848450088.36,109591707802.23,126878750295.95,128626917503.72,153544751395.43,190043433964.85,226452138291.55,266298911661.14,349881601458.56,406070949553.87,414059094949.06,487069570463.77,583500357530.41,598853401276.10,467414852231.30,434474616831.91,385874474398.59,418976711586.86,439513511620.59
Iraq,IRQ,1684121534.58,1831700364.04,1954634836.18,1978437692.52,2340521142.54,,,,2896947633.72,3008120974.52,3281713805.66,3865346534.65,4113848002.40,5134367778.14,11516762614.29,13458516762.61,17754825601.08,19838130714.53,23762275651.88,37816457839.49,53405689129.70,38424991534.03,42595309882.75,40595046638.79,46802508845.29,48284979092.96,47127693792.22,56609842393.05,62503055644.90,65641363782.57,179885815374.72,,,,,,,,,,,,,,36627901762.06,49954890353.26,65140293687.54,88840050497.10,131613661510.48,111660855042.74,138516722649.57,185749664444.44,218000986222.64,234648370497.43,234648370497.43,179640210726.45,171489001692.05,197715736040.61
Iceland,ISL,248434096.97,253885656.33,284916516.16,340061650.12,434267936.91,523694949.37,628893310.40,621225962.15,474399471.62,414709311.35,518902045.45,660321818.18,827213233.63,1137337734.38,1492743371.69,1386032921.28,1644755722.68,2175791270.68,2474614621.37,2811162819.06,3331325037.52,3441249882.34,3159121960.90,2724974072.97,2822006039.06,2939845038.39,3930518365.52,5438537482.03,6016168896.17,5588533007.37,6372905073.11,6807365897.52,6976080330.66,6126456175.15,6294803496.78,7018100153.50,7330965239.10,7548912105.47,8453704212.19,8917286036.00,8927140438.33,8136345143.83,9207689916.29,11316441660.04,13722824251.30,16691490113.80,17048647567.68,21319946739.52,17658408759.05,12944114736.20,13310567802.94,14732689534.60,14292008745.40,15548321544.38,17304033020.54,16942247373.97,20304098101.41,23909289978.59
Israel,ISR,2598500000.00,3138500000.00,2510000000.00,2992333333.33,3405333333.33,3663333333.33,3980000000.00,4030000000.00,4619000000.00,5329333333.33,7045666666.67,6709000000.00,8771500000.00,11321750000.00,16334250000.00,15353833333.33,15176875000.00,17365700000.00,16836235294.12,21505200000.00,24154568627.45,25568701754.39,27826057613.17,31079439501.78,29148462482.95,27493591483.59,34083532195.19,40946424369.75,50078767902.93,49881433990.82,58986997916.87,67530220218.51,75575902931.97,75954641355.43,86307135996.81,100343219506.53,109957321960.08,114724862033.98,115979230546.57,117189920211.61,132339311284.43,130706147870.75,121069378150.20,126864966908.94,135445033199.47,142462925574.35,153966916311.33,178706717752.73,215840354626.53,207419370241.34,233609522091.47,261628548084.18,257296579579.35,292489185194.42,308416982140.36,299093839689.55,317747542489.39,350850537827.28
Italy,ITA,40385288344.19,44842760293.19,50383891898.99,57710743059.83,63175417019.01,67978153850.52,73654870011.28,81133120065.42,87942231678.35,97085082807.38,113021271995.04,124261125468.17,144780887782.20,174913182331.45,198906210777.02,226944777283.51,223976030937.43,256746610489.36,314019078256.90,392378584945.23,475682506443.59,429282143246.47,425863251968.50,441580962901.58,436443280912.50,450725816043.00,638273986102.09,803055418882.58,888667913418.63,925598068021.45,1177326294440.85,1242109397533.95,1315806985860.17,1061445225790.57,1095590833693.56,1170787352906.22,1308929351236.04,1239050932241.93,1266309245009.48,1248563179203.07,1141759996314.72,1162317852348.99,1266510634293.24,1569649661399.55,1798314750434.57,1852661982340.50,1942633797516.00,2203053380782.92,2390729163615.06,2185160183384.27,2125058244242.92,2276292404600.52,2072823157059.76,2130491320658.68,2151732868243.21,1832868490534.11,1859383610248.72,1934797937411.33
Jamaica,JAM,699050678.99,748028839.42,777712445.75,826690466.19,897931401.37,972140557.19,1096738065.24,1148025407.35,1083883355.33,1191287651.51,1404776071.04,1539865513.93,1875048859.93,1905917553.19,2375096249.04,2860411285.89,2966010229.90,3249697393.03,2644449232.29,2425033998.19,2679409453.24,2979061412.37,3293533288.42,3619294120.69,2373566957.49,2100223149.71,2754566176.20,3286987551.72,3828310734.98,4404970058.84,4592224067.37,4071219198.04,3530892749.02,5405097570.69,5419134875.34,6538840169.73,7368000000.00,8375077442.97,8763219645.29,8851581632.65,8985352831.94,9178016493.06,9694169756.90,9399447609.18,10150978154.55,11204416000.00,11905525197.33,12824094989.86,13678606692.27,12038829246.24,13191645685.51,14439910353.06,14800165406.77,14274983015.95,13897723431.39,14186886642.67,14056908749.35,14768134912.42
Jordan,JOR,,,,,,599831979.84,658078969.48,631755810.70,561187342.48,698963875.67,639596751.61,678241388.97,788574628.96,943700547.78,1197454206.77,1363039399.62,1708734939.76,2096568478.59,2602748691.10,3271728271.73,3910036925.14,4384685230.02,4680567375.89,4920407601.21,4966710013.00,4993829194.12,6401380000.00,6755599113.74,6277197435.21,4220945005.22,4160003917.43,4344250257.01,5311329067.37,5605841535.58,6237739516.24,6727446632.42,6928359238.36,7246188575.46,7912327362.48,8149106064.88,8460424400.56,8975689844.85,9582453032.44,10195660789.84,11411390409.03,12588665303.24,15056929760.23,17110587447.11,21972004086.23,23820230000.00,26425379436.62,28840263380.28,30937277605.63,33593843661.97,35826925774.65,37517410281.69,38654727746.48,40068308516.28
Japan,JPN,44307342950.40,53508617739.38,60723018683.73,69498131797.33,81749006381.51,90950278257.78,105628070343.11,123781880217.60,146601072685.51,172204199480.89,212609187920.83,240151807459.96,318031297492.68,432082670451.09,479625998614.78,521541905671.90,586161859001.02,721411786537.19,1013612173519.79,1055012119528.16,1105385973763.87,1218988935129.81,1134518001884.56,1243323592058.83,1318381627003.76,1398892744820.69,2078953333673.55,2532808573157.03,3071683013178.91,3054914166263.18,3132817652848.04,3584420077100.84,3908809463463.86,4454143876947.21,4907039384469.68,5449116304981.10,4833712542207.10,4414732843544.43,4032509760872.94,4562078822335.45,4887519660744.86,4303544259842.72,4115116279069.77,4445658071221.86,4815148854362.11,4755410630912.14,4530377224970.40,4515264514430.57,5037908465114.48,5231382674593.70,5700098114744.41,6157459594823.72,6203213121334.12,5155717056270.83,4850413536037.84,4394977752877.82,4949273341993.88,4872136945507.59
Kazakhstan,KAZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26932728898.81,24881135586.40,24906939560.11,23409027475.69,21250839258.09,20374307047.12,21035357832.80,22165932062.97,22135245413.23,16870817134.78,18291990619.14,22152694161.89,24636593223.35,30833699702.76,43151647002.61,57123671733.90,81003884545.41,104849886825.58,133441612246.80,115308661142.93,148047348240.64,192626507971.58,207998568865.79,236634552078.10,221415572819.50,184388432148.72,137278320084.17,159406926359.12
Kenya,KEN,791265458.82,792959472.14,868111400.01,926589348.57,998759333.64,997919319.98,1164519673.20,1232559505.92,1353295457.53,1458379415.40,1603447357.25,1778391289.19,2107279157.38,2502142444.16,2973309272.04,3259344935.77,3474542392.03,4494378855.33,5303734882.53,6234390975.27,7265315331.62,6854491453.90,6431579357.31,5979198463.83,6191437070.44,6135034338.30,7239126716.93,7970820530.75,8355380879.13,8283114648.37,8572359162.86,8151479004.21,8209129171.74,5751789915.05,7148145375.79,9046326059.99,12045858436.24,13115773737.57,14093998843.73,12896013576.73,12705357103.01,12986007425.88,13147743910.72,14904517649.85,16095337093.84,18737897744.79,25825524820.81,31958195182.24,35895153327.85,37021512048.82,40000088346.80,41954942416.91,50334699324.26,55096730083.32,61448046801.72,64007293814.88,70875289605.38,74938190654.86
Kyrgyz Republic,KGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2674000000.00,2570833333.33,2316562500.00,2028295454.55,1681006993.01,1661018518.52,1827570586.17,1767864035.72,1645963749.83,1249062025.14,1369693171.44,1525112241.84,1605640633.42,1919012780.97,2211535311.63,2460248026.18,2834168889.42,3802566170.82,5139957784.91,4690062255.12,4794357795.07,6197766118.60,6605139933.41,7335027591.92,7468096566.71,6678178340.45,6813092065.84,7564738836.04
Cambodia,KHM,637142865.71,642857134.29,660000008.57,728571437.14,782857128.57,868571428.57,914285714.29,962857134.29,1065714248.57,978873232.39,718401157.72,969911421.39,505549441.38,702899155.98,588443893.69,,,,,,,,,,,,,,,,,,,2533727592.04,2791435272.27,3441205692.92,3506695719.57,3443413388.69,3120425502.58,3517242477.23,3677897739.08,3984000517.02,4284028482.54,4658246918.27,5337833248.04,6293046161.83,7274595706.67,8639235842.18,10351914093.17,10401851850.61,11242275198.98,12829541141.01,14054443213.46,15227991395.22,16702610842.40,18049954289.42,20016747754.02,22158209502.64
Kiribati,KIR,,,,,,,,,,,14295279.54,15278632.48,18936526.95,31710657.73,85637174.37,55081816.99,41109617.50,38748059.44,45210026.32,42620165.44,38715554.54,41369800.05,40572066.13,37837837.84,41246160.60,32125148.40,32085561.50,33608738.27,42972107.20,41119721.65,39809538.68,47515189.28,47737955.35,46919624.64,54832577.86,56338028.17,66515376.79,67537479.59,65334841.06,69032258.06,67254174.40,63101272.37,72196457.68,90231856.80,102367039.27,112133944.25,108545632.53,130754915.91,139125482.30,130465372.02,153275912.68,177142135.12,188045661.63,187153601.08,178869298.72,169140560.44,181551516.50,196150061.31
St. Kitts and Nevis,KNA,12366563.61,12483229.31,12541562.15,12833226.39,13416554.86,13593932.32,14469078.18,16742338.25,14600000.00,15850000.00,16300000.00,19624746.45,22944849.12,24196018.38,31514856.31,33364055.30,30095602.29,44680000.00,49095407.41,58296666.67,67715444.44,79026037.04,84381407.41,85100481.48,95898444.44,106057000.00,125272259.26,140705629.63,165745740.74,185094777.78,208740444.44,209880962.96,229434518.52,249676000.00,277567259.26,299699666.67,318742962.96,357237682.13,364975456.94,389984428.87,420515107.70,461078078.08,483120194.27,465850739.63,502561629.63,543167666.67,636218037.04,674008481.48,738942555.56,723209111.11,705015370.37,753225962.96,734462666.67,788163888.89,847778185.19,878281518.52,909854629.63,945854481.48
"Korea, Rep.",KOR,3957873925.94,2417237753.94,2813933899.75,3988246108.64,3458518493.92,3120307807.81,3928171298.00,4854576371.43,6117260075.91,7675805108.27,8999227202.47,9889961111.91,10842220468.83,13841885920.87,19482038222.86,21704752066.12,29779338842.98,38265082644.63,51700619834.71,66567975206.61,64980820835.32,72425590649.46,77773431088.25,87024427972.93,96597434179.51,100273097170.18,115537126325.94,146133338196.14,196964195387.37,243526047716.92,279349355713.80,325734233312.88,350051111253.44,386302839273.92,455602962225.40,556130926912.75,598099073901.42,557503074772.15,374241351752.48,485248229336.65,561633125839.99,533052076313.53,609020054512.47,680520724062.40,764880644710.65,898137194716.19,1011797457138.50,1122679154632.41,1002219052967.54,901934953364.71,1094499338702.72,1202463682633.85,1222807284485.31,1305604981271.91,1411333926201.24,1382764027113.82,1414804158515.26,1530750923148.70
Kuwait,KWT,,,,,,2097451694.20,2391486978.44,2441893027.16,2663119574.35,2769532343.88,2873984878.19,3880370401.57,4451200972.94,5408293998.65,13004774556.62,12024138275.86,13131668946.65,14135729588.28,15500908760.45,24746019536.90,28638550499.45,25056672166.43,21577977770.06,20869434305.32,21697297872.34,21442619680.85,17903681693.05,22365734481.52,20692472759.86,24312117767.19,18427777777.78,11008793176.22,19858555214.72,23941391390.73,24848483838.38,27191689008.04,31493987641.95,30354434553.25,25941929461.94,30121879434.95,37711864406.78,34890772742.09,38137545245.15,47875838926.17,59440108585.00,80797945205.48,101550654720.88,114641097818.44,147395833333.33,105899930507.30,115419050942.08,154027536231.88,174070025008.93,174161142454.16,162631412508.78,114567298105.68,110912280701.75,120126277612.93
Latin America & Caribbean (excluding high income),LAC,52194478076.85,54831975606.81,63232047551.03,69986395563.45,72150786234.79,77264080841.87,87248372268.31,94741054507.69,102077622600.48,112071198953.61,124259684741.17,139994820499.10,161500433485.30,203758785179.05,268698271349.52,315186023369.68,356487642164.15,388816396806.51,447004973607.50,529032286874.15,627165658619.99,733068961466.20,678104182470.84,573182172406.24,586125730849.68,599041847985.24,587532598398.15,619278741868.22,712944023346.33,843181310734.67,933616782795.85,1144750748752.13,1010836042252.40,1197932350384.23,1397850058437.54,1493297609115.60,1627050954537.79,1791027545414.45,1798856005854.58,1592058174517.48,1797538271308.65,1763701605215.90,1710339343240.25,1712770091442.99,1952341915144.69,2375467191355.18,2788732716557.14,3295782504649.55,3832672929453.84,3595623145995.27,4474792895301.12,5047012279657.33,5066106342536.36,5185317396876.60,5344270294030.11,4375646245549.31,4263791849337.86,4723050473503.12
Lao PDR,LAO,,,,,,,,,,,,,,,,,,,,,,,,,1757142805.71,2366666615.56,1776842041.05,1087273103.70,598961269.30,714046821.09,865559856.16,1028087972.31,1127806944.62,1327748654.66,1543606345.12,1763536304.54,1873671550.35,1747011857.33,1280177838.72,1454430642.49,1731198022.45,1768619058.35,1758176653.08,2023324407.30,2366398119.88,2735558726.26,3452882514.00,4222962987.54,5443915120.51,5832915387.09,7127792629.58,8749241114.19,10191350119.68,11942230508.33,13268458231.93,14390391264.26,15805707154.23,16853079615.35
