Type,Age,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Fee,Description,Images,Breed,target
Dog,4.0,Female,Black,Brown,Unknown,Medium,Yes,Yes,No,No,Healthy,0.0,"Stella is an adorable Rottweiler mix. She's a very friendly, playful dog, quite well behaved and intelligent. She loves being with people and will follow you around happily. Looking for loving adopter commited to spaying her upon adoption. Spaying can be done at SPECIAL RATE of RM only (Normal spaying fee RM or more) at my vet in Taipan, Subang. Address of clinic is Kinik Veterinar Mayo, 11A, USJ 10/1G, Subang Jaya and name of doctor is Dr. Khor (NOTE that this rate is for RESCUED DOGS only, and not applicable to you own existing dogs) If interested, please contact me or Mdm. Jocelyn at to give this lovely girl a good life.",e0be7da0d-2.jpg,Rottweiler,True
Dog,1.0,Female,Black,Unknown,Unknown,Medium,Yes,No,No,No,Healthy,0.0,"Name of Pet: NT-Female Puppy-05 Age: 1 month Breed: Mixed/Mongrel Gender: Female Location: Butterworth, Penang Contact: Fen Ying () Email: mddb.",0073c33d0-1.jpg,Mixed_Breed,False
Dog,15.0,Male,Black,Unknown,Unknown,Large,No,Yes,Yes,Yes,Healthy,0.0,"Cager was rescued from a cage that he has been living all his life. He was skinny, scared & didn't know how to walk when he was released from the cage. Now he's put on 3 kg in the past one month, has recovered fully from his past & has lovely shiny hair. He's full of life & adores love, care & manja. He's obedient & trainable - he heels well on leash, now learning to sit, paw, shake & down. If you want a dog to love you in return, Cager would love you twice as much as the love you give him.",121ee5fa0-1.jpg,Mixed_Breed,True
Cat,2.0,Female,Black,White,Unknown,Small,Yes,No,Yes,No,Healthy,0.0,Remi is looking for new loving family who can give a forever home. She is very quite and smallest among the siblings. She is good with other cats and toilet trained. She has very big light brown eyes and she is still very small but healthy. If you are interested email me at,89e43a001-1.jpg,Tuxedo,True
Dog,15.0,Male,Brown,Unknown,Unknown,Medium,Yes,Yes,Yes,Yes,Healthy,0.0,Name : Lingga Age : 1 1/2 years Size : Medium Gender : Male,72f891e55-1.jpg,Mixed_Breed,False
Cat,1.0,Male,Black,Brown,Unknown,Small,No,No,No,No,Healthy,0.0,"stray kitten together with 4 other siblings. need to be adopted in pairs. just so that they all have friends to play with. healthy, playful, active. gender & age not sure.",8dc7b3ffa-1.jpg,Domestic_Medium_Hair,True
Dog,4.0,Male,Golden,Unknown,Unknown,Medium,Yes,Yes,Yes,No,Healthy,0.0,"I found this pup at a koptiam near my house in klang and it has a patched back (caused possibly by scalding water or oil) but has healed completely according to the vet. Little Tiger is extremely intelligent and obedient and after being with us just a couple of days is already responding to commands and is very playful but well behave as well. He also mingles well with my other dogs so if you already have a pet, he most probably could blend well with the rest. He's not a picky eater and finish his share most of the time.",ef4dce041-5.jpg,Mixed_Breed,True
Dog,7.0,Female,Brown,Unknown,Unknown,Medium,Yes,Yes,Yes,Yes,Healthy,0.0,Lovely siblings looking for home sweet home. They are alrdy fully vaccinated and spayed. If u are interested to adopt pls contact Rachel,052b0ada8-1.jpg,Labrador_Retriever,False
Cat,54.0,Male,Brown,Unknown,Unknown,Large,Unknown,Unknown,Unknown,No,Minor Injury,0.0,"Found at Bukit Mertajam, Penang. Want to look for his original owner. Cat had been rehome.",a34b7e199-1.jpg,Persian,True
Dog,11.0,Female,Black,Brown,White,Medium,Yes,No,No,No,Healthy,0.0,"She is a lost beagle who needs love and care from a good family. She is good tempered, friendly and easy to manage, a great a family dog. She will be spayed before handing over to her new home.",4a9fa9d9e-1.jpg,Beagle,True
Cat,108.0,Female,Black,White,Unknown,Medium,Yes,Yes,Yes,Yes,Healthy,0.0,"My name Chan Kok Wai, a 66 year old man who has rescued and cared for 7 cats. They are aged between 3 to 15 years. Over the years, I have developed a number of illnesses which have rendered me incapacitated, and under doctor's advice, I am incapable look after and care for these 7 rescued cats. These 7 cats are rescued as strays in the vicinity of my abode in Shah Alam and the streets of Subang Jaya. ALL these 7 cats, 4 females and 3 males, are spayed and neutered, and are in good state of health. They are fed on premium cat food all their lives, namely Science Plan, IAMS and Matisse (an Italian brand). Ever since they were kittens, their medical needs have been catered for by Healing Rooms in Subang Jaya. Contact: (Gabrielle)",ece153328-1.jpg,Domestic_Short_Hair,False
Cat,5.0,Male,Black,Unknown,Unknown,Medium,Yes,Yes,Yes,Yes,Healthy,0.0,"N’Jadeka purrs so loudly when he’s held. He loves to jump around to catch his toy, and performs somersaults. He is happy to snuggle beside you and sleep. N’Jadeja enjoys the company of cats and humans. He has a lot of love to give 😻",1b6f92bc2-3.jpg,Domestic_Short_Hair,True
Dog,1.0,Male,Black,Unknown,Unknown,Medium,Yes,No,Yes,No,Healthy,0.0,"Sweet and healthy puppy is looking for a happy family! His name is Beckham bcoz he is so cool :) !!! Totally in black color! Puppy already eats solid food, and likes to drink milk. Learning to play with ball. Currently puppy lives in expat family and waiting to be adopted by responsible pet lovers. Indoor only. Vaccinations is compulsory. No Cage Confinement. Please contact: Tel-;",0db65104a-2.jpg,Mixed_Breed,True
Cat,3.0,Male,Golden,Yellow,Unknown,Medium,Yes,No,No,No,Healthy,0.0,Very cute & hyperactive... Love to be cuddle... Now he much more handsome as I already bath him several times... Toilet train & eat soft kibbles... Please adopt him so I can rescue more cats in future...,25c1c662b-1.jpg,Domestic_Short_Hair,True
Dog,2.0,Male,Cream,White,Unknown,Medium,Yes,No,No,No,Healthy,0.0,"Mixed breed male 2mths+ healthy. he can eat dry food, drink baby milk powder.now active and playful.",23bf0ed46-1.jpg,Mixed_Breed,False
Cat,2.0,Female,Cream,Unknown,Unknown,Medium,Yes,No,Yes,No,Healthy,150.0,This kitten is the orphaned kitten. Potty trained .Food ..royal canin kitten or other kitten food. Very playful and cute kitten . Need a caring person who can love her forever.,fac4ca24b-4.jpg,Burmese,True
Cat,8.0,Female,Black,Brown,Unknown,Medium,No,Yes,Yes,No,Healthy,0.0,"Maxine was 4 months old when I rescued her from the streets. She had ear mites and skin infection but she has since been cured of these. Today, she is a healthy and very lovable little girl and current in foster care at my friend's place. She is a gentle, fun and loving little girl and will bring lots of fun to family with young children.",767907867-2.jpg,Domestic_Medium_Hair,False
Cat,5.0,Female,Black,Gray,White,Medium,No,Unknown,Unknown,Unknown,Healthy,0.0,kiara love to eat and play,f4060848e-11.jpg,Himalayan,True
Dog,2.0,Female,Brown,Unknown,Unknown,Medium,Yes,Unknown,Yes,No,Healthy,0.0,"Rescued puppy, vet certified healthy-full vet checked, playful and needs lots of exposure PLS CALL to adopt or for more info/viewing",aded1fafc-4.jpg,Mixed_Breed,True
Dog,2.0,Female,Black,Brown,Unknown,Medium,Yes,Unknown,Unknown,No,Healthy,0.0,Lovely puppy looking for home. Interested to adopt pls call or sms Amy ,ca46b14de-1.jpg,Mixed_Breed,False
Dog,72.0,Male,Cream,Unknown,Unknown,Large,No,Yes,Yes,No,Healthy,0.0,"Our family adopted Lucky 3 years ago after our previous dog past away from old age. We weren't intending of getting another dog after the pain we went through seeing our beloved dog passed away. But when we saw the state in which Lucky was in when he was found by our neighbour (wound marks on his neck and body), we had a change of heart. We knew Lucky needed us. We took him to the vet to be vaccinated. He was found to have heart worm hence the breathlessness which we noticed when we played with him. We got him treated. It was a stressful three months during the treatment period since he was not to be excitable for fear of getting a stroke. It was difficult because he was an energetic dog who gets happy and excited whenever we are around. Thankfully, he survived and has since been living a healthy life. Lucky is playful, loving and very loyal. He loves company and is very affectionate. He gets along well with kids. Our family will be relocating overseas and hence we are looking for a good owner who will offer him love and care.",79bf5eb37-6.jpg,Labrador_Retriever,True
Dog,45.0,Female,White,Unknown,Unknown,Small,Yes,Yes,Yes,Yes,Healthy,0.0,"Trained & Microchipped White/Salt-pepper schnauzer Walks very well on leash but quite yappy when caged Adoption fee applies. To adopt, please visit PAWS,PJ. Fb page: Adoption Page - PAWS PJ -> For Adoption Folder",c7726d2a4-1.jpg,Schnauzer,False
Dog,1.0,Male,Brown,Unknown,Unknown,Small,No,Yes,Yes,No,Healthy,0.0,"The mother dog is a very friendly alley stray dog. Please spread the news to anyone that might want to keep pets. Vet has treated the puppies. Deworming was given. I'm able to send the puppies to Melaka. 21July, sad day for them as mummy dog was caught. First vaccine has been given.",26bba34a6-1.jpg,Mixed_Breed,False
Cat,2.0,Female,Black,White,Unknown,Medium,Yes,Yes,Yes,No,Healthy,0.0,Rescued by Ms Rose. Female-2 mths+. Done 1st vaccinated & dewormed. Open for Malaysia citizen only. Kindly whatsapp or SMS to me at if u are interested to adopt🙏,3b5a8db4f-1.jpg,Domestic_Short_Hair,False
Dog,7.0,Female,Brown,Unknown,Unknown,Medium,No,Yes,Yes,Yes,Healthy,0.0,"Mimi girl is found being abandon near our condo. Estimated age by vet is 7mo. She is a very active girl. Please give her a loving home as once she discharged from vet on Friday,no idea where she will be ended up as shelters are all full. Kindly call . Thanks!!!",8c1fd43ef-1.jpg,Mixed_Breed,True
Dog,73.0,Male,Black,Brown,Unknown,Large,No,Yes,Yes,No,Healthy,0.0,"Zack is my own breed line, well trained and very friendly, good to keep as pet and guide dog as well. He is pure breed from famous world champion BRONKO OD DRAGICEVICA blooline. Looking for experience dog lover and sweet home for him.",4b4f32911-1.jpg,Rottweiler,True
Dog,2.0,Female,Cream,White,Unknown,Medium,No,Yes,No,No,Healthy,0.0,she is already vaccinated. we have a dog shelter with dogs so we dont charge on adoption but any donations are encouraged for the use of shelter.,ce344f70e-2.jpg,Mixed_Breed,False
Dog,24.0,Female,Black,Golden,Unknown,Medium,No,Yes,Yes,Yes,Healthy,0.0,"Need home urgently!!! I am great with childrens and well with doggies!! I am a super sweetie, I am loving, I can be your best companion and forever friend... I love cuddling, I can do lots of kisses and I enjoy being patting. I love human, I am great with kids, dogs and all friends. I am gentle, polite, well mannered and easy to train. I was being abandoned into a Malay industrial area where I got attacked by other doggies and also beaten by human:( Unfortunately I was pragnent even before I am 1yo and gave birth to 2 puppies in Dec . When my puppies was about 3.5 weeks old, a Islamic lady rescued us and sent us to foster mama home. Then I got adopted into my lovely home few months later, I loves my family, papa mama and all 4 kids... But sadly, they have to give up on me, as they are moving into a condo which doesn't allowed me to stay :( PLEASE HELP!!! GIMME A HOME!!! I will provide UNCONDITIONAL LOVE in return FOREVER! Love, Hugs n Kisses from sweetie Bailey",56f62a309-3.jpg,Mixed_Breed,False
Dog,32.0,Male,Black,Brown,Unknown,Medium,Yes,Yes,Yes,No,Healthy,0.0,"beng beng is a very good boy, he knows simple words...sit , come , no ,wait.... due to my health reason, i cannot take care of him anymore...urgently need a new home for him..thanks",fdb71d0c8-1.jpg,Mixed_Breed,False
Cat,48.0,Male,White,Unknown,Unknown,Small,Yes,Yes,Yes,Yes,Healthy,50.0,"Meet Vanilla!! I rescued this hairball from SPCA Selangor. The lady from SPCA told me vanilla is giving in by his owner, and vanilla is actually a mixed breed of American shorthair and DSH. (I HATE OWNER LIKE THIS!!). The actual reason was giving in is unknown. Anyways, Vanilla at first was having bad ear mites, hairfall(not coz of kurap o fungus, i check it with UPM vet),now he is better. the vet just told me he need vitamins for the coats. Others health issues are okey. weight that time is 3.3kg. Vanilla: 1) Toilet trained - so easy to train him, he never poo n pee everywhere, he always follow where i placed the litter box. 2) Eat IAMS 3) Good with female cats ONLY!! no MALE!! 4) Good with children 5) Barely meowing. 6) Like to be in his box and watch other cats playing. he LOVES to be in a box. 7) Like to be a watch cat 8) Love anything that have feathers. 9) Likes to sleep between your legs/ on your tummy and on top of your head. 10) HATE to be caged in The adoption fee will goes to other rescued cats/kittens. Note: if any of you interested to adopt a kitten, go to SPCA Selangor. they have lots and lots of kittens with different colors/patterns. You will be surprised if you see lots of mixed breed there. When i went there, they got mixed persian(DLH/DMH), mixed siamese/ mixed burmese.",2ca3bc8f5-12.jpg,Domestic_Short_Hair,False
