"","age","c_charge_degree","race","age_cat","score_text","sex","priors_count","days_b_screening_arrest","decile_score","is_recid","two_year_recid","c_jail_in","c_jail_out"
"1393",55,"F","Caucasian","Greater than 45","Medium","Male",3,-1,7,1,1,"2013-01-03 05:45:57","2013-02-08 06:03:58"
"1394",22,"F","African-American","Less than 25","Low","Male",0,-1,2,0,0,"2013-08-27 05:03:28","2013-08-28 07:45:25"
"1395",45,"F","Hispanic","Greater than 45","Low","Male",0,-1,1,0,0,"2013-04-18 04:57:29","2013-05-01 09:03:25"
"1396",31,"F","African-American","25 - 45","Medium","Female",7,-1,5,1,1,"2014-01-04 08:03:10","2014-01-05 09:50:08"
"1397",22,"M","Caucasian","Less than 25","Low","Male",0,-1,2,1,1,"2014-02-12 08:06:06","2014-02-13 08:29:56"
"1398",28,"M","African-American","25 - 45","Medium","Male",5,-1,6,0,0,"2013-03-16 04:56:02","2013-03-17 08:00:45"
"1399",21,"F","African-American","Less than 25","Medium","Male",1,-1,5,1,1,"2013-10-30 04:56:29","2013-11-10 09:03:31"
"1400",37,"M","Hispanic","25 - 45","Low","Male",2,-1,3,0,0,"2014-02-10 05:10:21","2014-02-11 08:51:53"
"1401",30,"F","African-American","25 - 45","Medium","Male",21,-1,7,1,1,"2013-02-19 03:27:39","2013-02-20 09:04:21"
"1402",22,"F","African-American","Less than 25","High","Male",13,-1,10,1,1,"2013-10-08 11:48:59","2013-10-09 09:59:21"
"1403",35,"F","African-American","25 - 45","High","Male",23,-1,9,1,1,"2014-10-22 09:03:28","2014-10-23 10:13:52"
"1404",28,"F","African-American","25 - 45","High","Male",11,-1,10,0,0,"2013-11-01 07:35:10","2013-11-27 07:48:37"
"1405",24,"F","African-American","Less than 25","Low","Male",1,-1,3,0,0,"2013-01-15 06:16:11","2013-01-16 08:39:11"
"1406",32,"F","African-American","25 - 45","Medium","Male",24,-1,7,1,1,"2014-11-14 10:48:40","2014-11-17 08:11:13"
"1407",24,"F","African-American","Less than 25","Medium","Female",1,-1,5,0,0,"2013-11-14 09:08:19","2013-11-15 02:04:30"
"1408",57,"F","African-American","Greater than 45","Low","Male",19,-1,3,0,0,"2014-03-21 06:27:23","2014-03-22 08:09:32"
"1409",21,"M","Other","Less than 25","Medium","Male",0,-1,6,0,0,"2013-05-13 06:53:22","2013-05-14 06:24:49"
"1410",28,"F","Caucasian","25 - 45","Low","Male",0,0,2,0,0,"2013-04-24 12:33:13","2013-04-24 08:20:16"
"1411",51,"M","Caucasian","Greater than 45","Low","Male",0,0,1,0,0,"2013-03-20 12:24:11","2013-06-20 09:35:19"
"1412",26,"M","African-American","25 - 45","Low","Male",0,-1,2,1,1,"2013-01-22 12:09:59","2013-01-23 01:38:58"
"1413",20,"F","African-American","Less than 25","Medium","Male",0,-1,6,1,1,"2014-04-16 06:07:43","2014-04-17 09:03:30"
"1414",25,"M","African-American","25 - 45","Medium","Male",6,-1,7,0,0,"2013-08-16 10:52:42","2013-09-18 05:34:14"
"1415",19,"M","Caucasian","Less than 25","Medium","Male",0,-1,6,1,1,"2014-07-03 09:58:44","2014-07-06 04:26:19"
"1416",49,"F","Caucasian","Greater than 45","Low","Male",1,-1,1,1,1,"2013-12-09 10:09:26","2013-12-30 08:32:36"
"1417",57,"M","African-American","Greater than 45","High","Male",27,-9,10,0,0,"2013-12-30 09:12:41","2014-01-08 10:44:51"
"1418",27,"M","African-American","25 - 45","Low","Female",0,0,2,0,0,"2013-04-08 04:39:41","2013-04-09 02:11:14"
"1419",66,"M","Caucasian","Greater than 45","Low","Male",1,-1,1,0,0,"2013-01-12 02:09:03","2013-01-31 09:56:14"
"1420",21,"F","Caucasian","Less than 25","Low","Male",0,0,3,0,0,"2013-01-26 04:26:50","2013-01-26 07:17:27"
"1421",45,"F","Caucasian","Greater than 45","Low","Male",1,0,2,0,0,"2013-03-11 12:31:05","2013-03-11 01:32:29"
"1422",37,"F","African-American","25 - 45","High","Male",24,-1,8,0,0,"2013-01-20 03:28:03","2013-02-09 02:24:01"
"1423",44,"F","Caucasian","25 - 45","High","Male",13,0,9,1,1,"2014-11-22 12:35:34","2014-12-09 09:51:06"
"1424",64,"F","African-American","Greater than 45","Low","Male",0,-1,4,0,0,"2013-08-16 07:03:11","2013-08-20 07:40:15"
"1425",30,"F","African-American","25 - 45","Medium","Male",1,-1,6,1,1,"2013-02-07 03:51:09","2013-02-08 02:09:27"
"1426",61,"M","African-American","Greater than 45","Low","Male",1,-1,1,0,0,"2013-08-13 03:15:42","2013-08-15 04:26:06"
"1427",49,"F","Caucasian","Greater than 45","Low","Female",8,-10,2,0,0,"2014-02-18 11:26:46","2014-02-27 04:09:20"
"1428",23,"F","African-American","Less than 25","Medium","Male",0,0,7,0,0,"2013-02-10 12:53:04","2013-02-11 07:30:44"
"1429",21,"F","Caucasian","Less than 25","High","Male",0,-2,9,1,1,"2013-07-27 11:47:49","2013-07-28 05:43:39"
"1430",30,"F","Caucasian","25 - 45","High","Female",2,-1,10,1,1,"2014-12-16 01:46:57","2015-01-28 12:32:21"
"1431",26,"M","Hispanic","25 - 45","Low","Male",7,0,4,0,0,"2013-08-20 12:51:18","2013-08-22 05:25:59"
"1432",35,"M","Other","25 - 45","Low","Male",3,-1,1,1,1,"2013-01-20 05:18:14","2013-01-21 07:52:22"
"1433",27,"M","African-American","25 - 45","High","Male",2,-1,9,1,0,"2013-01-01 09:18:48","2013-01-02 11:09:35"
"1434",38,"M","Caucasian","25 - 45","Medium","Male",1,0,6,0,0,"2013-01-04 12:48:45","2013-01-19 09:25:50"
"1435",48,"F","African-American","Greater than 45","High","Male",14,23,9,1,1,"2013-02-27 03:22:52","2013-07-19 10:47:00"
"1436",26,"M","Caucasian","25 - 45","Low","Male",0,-1,2,0,0,"2014-03-04 04:15:31","2014-03-05 01:44:19"
"1437",24,"F","African-American","Less than 25","High","Male",4,-27,8,1,1,"2013-08-02 08:34:54","2013-08-29 05:18:22"
"1438",28,"F","African-American","25 - 45","Medium","Female",2,0,5,1,1,"2014-06-10 05:18:42","2014-06-11 01:59:47"
"1439",44,"F","Caucasian","25 - 45","Medium","Female",4,0,6,1,1,"2013-03-17 04:09:52","2013-03-22 05:53:12"
"1440",23,"F","Caucasian","Less than 25","Medium","Male",2,0,7,1,0,"2013-04-02 02:25:10","2013-04-15 09:11:23"
"1441",34,"F","Caucasian","25 - 45","Medium","Female",1,-1,6,1,1,"2013-02-06 10:06:26","2013-02-19 07:35:25"
"1442",20,"F","Caucasian","Less than 25","Medium","Male",1,-1,5,1,1,"2014-05-26 05:28:03","2014-05-27 12:59:07"
"1443",63,"F","Other","Greater than 45","Low","Male",23,-1,4,1,1,"2014-03-29 07:19:43","2014-03-31 08:47:00"
"1444",36,"M","African-American","25 - 45","Low","Female",0,0,1,0,0,"2014-03-20 05:28:52","2014-03-20 10:13:58"
"1445",58,"F","Caucasian","Greater than 45","Low","Male",1,-1,1,0,0,"2013-04-02 11:17:17","2013-06-21 10:09:13"
"1446",35,"F","Caucasian","25 - 45","Low","Female",4,-30,3,0,0,"2013-08-13 08:23:34","2013-08-27 06:21:58"
"1447",23,"F","African-American","Less than 25","Medium","Male",3,-1,7,0,0,"2013-05-05 05:12:30","2013-05-06 08:15:16"
"1448",40,"F","Caucasian","25 - 45","Low","Male",1,-21,1,0,0,"2013-12-02 03:16:31","2013-12-23 11:40:21"
"1449",31,"F","Hispanic","25 - 45","Low","Male",3,-1,3,0,0,"2013-10-13 03:10:18","2013-10-14 02:35:46"
"1450",34,"F","Hispanic","25 - 45","Low","Female",5,0,4,0,0,"2013-05-22 01:22:00","2013-05-23 03:30:07"
"1451",23,"M","African-American","Less than 25","Medium","Male",3,-1,6,1,1,"2014-07-09 03:32:50","2014-07-22 04:47:00"
"1452",27,"M","Caucasian","25 - 45","Low","Male",0,-5,3,1,1,"2014-05-18 07:16:19","2014-05-22 09:08:47"
"1453",26,"F","African-American","25 - 45","Medium","Female",3,-27,5,0,0,"2013-04-20 02:01:12","2013-05-17 10:53:39"
"1454",49,"F","African-American","Greater than 45","Low","Male",1,0,1,0,0,"2013-02-10 02:43:29","2013-03-07 01:58:42"
"1455",47,"M","Hispanic","Greater than 45","Low","Female",0,0,1,0,0,"2013-08-25 04:06:09","2013-08-26 07:32:33"
"1456",47,"F","African-American","Greater than 45","Low","Male",6,0,2,0,0,"2013-10-07 03:07:53","2013-10-12 05:24:47"
"1457",34,"F","African-American","25 - 45","Medium","Male",7,0,6,1,1,"2013-04-20 01:50:04","2013-04-20 07:14:44"
"1458",27,"F","African-American","25 - 45","High","Male",10,-1,9,0,0,"2013-02-28 11:54:44","2013-03-08 08:37:14"
"1459",52,"M","Caucasian","Greater than 45","Low","Female",0,0,1,0,0,"2013-12-31 12:19:12","2013-12-31 12:53:38"
"1460",26,"M","African-American","25 - 45","Low","Male",0,-3,3,1,1,"2014-11-14 02:56:30","2014-11-15 02:21:54"
"1461",25,"F","African-American","25 - 45","Medium","Male",9,0,7,0,0,"2013-02-27 04:07:32","2013-03-01 11:04:29"
"1462",51,"F","African-American","Greater than 45","Low","Male",1,-1,2,0,0,"2013-09-25 09:56:06","2014-03-07 03:16:11"
"1463",29,"M","African-American","25 - 45","Low","Female",1,0,2,1,0,"2013-02-01 02:58:03","2013-02-01 01:55:45"
"1464",46,"F","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0,"2014-03-15 05:47:39","2014-03-16 01:19:00"
"1465",28,"F","Caucasian","25 - 45","Low","Male",6,-2,4,0,0,"2014-01-04 09:16:10","2014-01-06 11:05:22"
"1466",57,"F","African-American","Greater than 45","Low","Male",0,-1,1,0,0,"2014-02-07 07:32:03","2014-02-08 09:00:33"
"1467",23,"F","Hispanic","Less than 25","Medium","Male",2,-1,5,0,0,"2013-01-17 06:30:04","2013-01-18 01:51:21"
"1468",34,"F","African-American","25 - 45","High","Male",27,-1,9,1,1,"2014-01-12 03:07:09","2014-05-10 05:12:05"
"1469",27,"F","African-American","25 - 45","Low","Male",3,-1,3,0,0,"2014-03-15 03:18:42","2014-03-27 08:42:37"
"1470",25,"M","African-American","25 - 45","High","Male",7,-1,9,1,1,"2014-01-21 08:22:17","2014-01-24 10:19:47"
"1471",31,"F","Caucasian","25 - 45","Medium","Male",1,-1,7,1,1,"2014-11-13 05:26:22","2014-12-16 04:07:30"
"1472",37,"F","African-American","25 - 45","Low","Male",8,-1,2,0,0,"2014-03-20 07:04:53","2014-03-21 08:33:26"
"1473",51,"F","African-American","Greater than 45","Low","Male",0,0,2,1,1,"2013-05-08 02:42:29","2013-05-09 09:51:05"
"1474",28,"F","African-American","25 - 45","Medium","Male",8,-1,6,1,0,"2013-01-16 11:54:04","2013-02-26 04:08:32"
"1475",56,"F","Caucasian","Greater than 45","Low","Male",4,0,1,0,0,"2014-01-16 02:39:17","2014-01-23 10:04:18"
"1476",45,"F","African-American","Greater than 45","High","Male",15,-1,9,1,1,"2013-11-18 07:33:50","2014-10-15 05:49:55"
"1477",26,"F","Caucasian","25 - 45","Medium","Male",7,-1,6,1,1,"2013-03-18 07:27:49","2013-04-05 08:05:25"
"1478",33,"F","Caucasian","25 - 45","High","Male",7,-1,8,1,1,"2014-07-26 03:22:27","2014-07-27 08:26:01"
"1479",23,"M","Caucasian","Less than 25","Low","Male",0,-2,4,0,0,"2013-09-01 06:04:07","2013-09-02 08:50:01"
"1480",31,"M","African-American","25 - 45","Low","Male",0,0,2,0,0,"2013-09-30 04:48:28","2013-09-30 08:01:23"
"1481",31,"M","Other","25 - 45","Low","Male",0,-1,3,0,0,"2013-02-18 02:32:16","2013-02-19 06:53:35"
"1482",19,"F","Hispanic","Less than 25","High","Male",1,-12,9,1,0,"2013-09-11 07:10:26","2013-09-16 06:40:29"
"1483",32,"F","Caucasian","25 - 45","Low","Male",0,0,1,0,0,"2013-03-01 03:05:20","2013-03-01 08:05:57"
"1484",30,"M","Caucasian","25 - 45","Low","Male",1,-1,3,1,1,"2013-12-02 06:06:00","2013-12-03 01:25:01"
"1485",66,"F","Caucasian","Greater than 45","Low","Male",1,-1,1,0,0,"2013-09-19 10:18:25","2013-09-20 08:42:02"
"1486",40,"F","African-American","25 - 45","Low","Female",0,0,1,0,0,"2014-03-25 12:36:32","2014-03-25 08:18:56"
"1487",59,"M","African-American","Greater than 45","Low","Male",4,0,2,0,0,"2013-08-02 04:48:15","2013-08-03 04:06:59"
"1488",27,"M","African-American","25 - 45","Medium","Male",3,-23,7,0,0,"2013-09-25 04:20:19","2013-09-26 09:32:53"
"1489",22,"F","African-American","Less than 25","Low","Male",0,-1,3,0,0,"2013-01-09 08:21:48","2013-01-10 01:28:55"
"1490",58,"F","Caucasian","Greater than 45","Low","Male",1,-1,1,0,0,"2013-05-16 01:20:39","2013-05-17 01:12:54"
"1491",29,"F","Caucasian","25 - 45","Low","Male",2,-2,3,0,0,"2014-01-04 09:12:16","2014-01-06 11:05:13"
"1492",27,"F","African-American","25 - 45","High","Male",0,-1,8,1,1,"2013-11-12 08:49:59","2014-01-12 07:13:33"
"1493",24,"F","Caucasian","Less than 25","Medium","Male",0,-3,5,0,0,"2013-03-01 11:53:52","2013-03-03 01:39:58"
"1494",35,"F","Caucasian","25 - 45","Low","Female",3,0,4,0,0,"2013-09-16 02:49:07","2013-09-16 07:49:06"
"1495",29,"F","African-American","25 - 45","High","Male",7,0,8,1,1,"2013-03-21 01:34:25","2013-03-23 07:42:18"
"1496",30,"F","African-American","25 - 45","High","Male",5,-1,9,1,1,"2013-05-01 01:32:49","2013-05-03 03:49:21"
"1497",23,"F","African-American","Less than 25","Low","Male",1,-1,2,1,0,"2013-01-17 01:19:27","2013-01-19 09:27:19"
"1498",32,"F","Caucasian","25 - 45","Low","Male",2,-27,4,1,1,"2014-06-05 11:53:48","2014-06-06 02:23:00"
"1499",22,"F","Caucasian","Less than 25","Medium","Male",2,-1,5,0,0,"2013-09-23 09:01:58","2013-09-27 03:54:42"
"1500",21,"M","African-American","Less than 25","Low","Male",0,-1,3,0,0,"2013-12-27 04:28:14","2013-12-28 08:24:11"
"1501",43,"M","Caucasian","25 - 45","Low","Female",0,-1,2,0,0,"2013-05-14 12:38:54","2013-05-14 11:35:49"
"1502",29,"F","African-American","25 - 45","High","Male",0,-1,8,0,0,"2013-05-13 07:26:35","2013-05-16 03:43:24"
"1503",43,"F","African-American","25 - 45","Low","Male",1,0,3,0,0,"2014-02-15 03:04:19","2014-02-17 01:40:03"
"1504",25,"F","African-American","25 - 45","Low","Male",1,-1,2,0,0,"2014-03-28 03:44:26","2014-03-30 04:49:22"
"1505",47,"M","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0,"2013-10-08 05:57:00","2013-10-09 08:10:17"
"1506",21,"F","African-American","Less than 25","Medium","Female",0,-2,5,0,0,"2013-04-23 09:24:55","2013-04-24 01:57:08"
"1507",54,"M","Caucasian","Greater than 45","Low","Male",0,0,1,0,0,"2013-10-19 12:42:06","2013-10-19 08:14:50"
"1508",34,"F","African-American","25 - 45","Low","Male",3,-1,1,1,1,"2013-02-06 12:54:19","2013-03-12 09:26:08"
"1509",28,"M","African-American","25 - 45","Low","Female",2,-1,2,0,0,"2013-04-07 06:55:46","2013-04-08 08:22:48"
"1510",53,"F","Caucasian","Greater than 45","Low","Female",4,-1,1,1,1,"2013-07-17 03:05:27","2013-07-17 06:29:47"
"1511",54,"M","African-American","Greater than 45","Low","Male",0,0,1,0,0,"2013-01-31 12:10:19","2013-01-31 07:49:24"
"1512",37,"F","Hispanic","25 - 45","Low","Male",3,-1,1,1,1,"2013-04-18 02:12:18","2013-07-10 12:13:59"
"1513",34,"F","African-American","25 - 45","Low","Male",2,-1,4,0,0,"2013-10-29 05:28:11","2013-10-30 02:05:14"
"1514",60,"F","Caucasian","Greater than 45","Low","Female",0,-1,1,1,1,"2014-06-22 07:29:36","2014-06-23 08:57:59"
"1515",22,"F","African-American","Less than 25","Low","Male",0,-1,4,0,0,"2014-02-05 06:45:32","2014-02-06 08:17:45"
"1516",51,"F","African-American","Greater than 45","Medium","Male",3,0,7,0,0,"2014-01-22 12:07:26","2014-01-22 08:34:55"
"1517",29,"F","African-American","25 - 45","Low","Male",0,-1,2,1,1,"2013-12-04 11:27:35","2013-12-17 11:21:44"
"1518",28,"M","African-American","25 - 45","Medium","Male",5,-1,6,0,0,"2013-01-23 11:19:27","2013-02-20 07:44:00"
"1519",33,"F","Caucasian","25 - 45","Low","Male",0,-1,1,1,1,"2013-03-10 04:42:45","2013-03-11 03:41:15"
"1520",43,"M","Caucasian","25 - 45","Low","Male",4,0,2,0,0,"2013-05-05 03:19:14","2013-05-07 10:46:44"
"1521",45,"M","Hispanic","Greater than 45","Medium","Male",1,-1,6,0,0,"2013-12-28 11:13:04","2014-01-24 05:22:59"
"1522",32,"F","Caucasian","25 - 45","Medium","Male",5,-1,5,1,1,"2014-05-14 07:11:41","2014-07-18 08:41:13"
"1523",35,"F","African-American","25 - 45","Low","Female",0,-1,3,1,1,"2013-02-13 10:36:11","2013-02-15 08:39:33"
"1524",23,"F","African-American","Less than 25","Low","Male",1,-1,4,1,1,"2014-04-18 04:41:10","2014-04-19 08:57:05"
"1525",41,"M","Hispanic","25 - 45","Low","Male",1,-1,1,0,0,"2013-03-31 07:44:17","2013-07-23 07:27:00"
"1526",25,"F","Other","25 - 45","High","Male",24,-1,10,1,1,"2014-08-18 10:49:05","2014-08-19 07:37:38"
"1527",35,"F","Hispanic","25 - 45","High","Male",12,-1,9,0,0,"2014-02-10 02:02:43","2014-02-20 10:54:05"
"1528",25,"F","African-American","25 - 45","Medium","Male",4,0,6,1,1,"2013-04-12 02:27:28","2013-05-25 08:22:52"
"1529",69,"F","Caucasian","Greater than 45","Low","Male",6,-1,2,1,1,"2014-10-21 08:03:42","2014-10-22 08:13:42"
"1530",24,"M","Asian","Less than 25","Low","Male",0,-1,3,0,0,"2014-02-26 03:41:51","2014-02-27 08:32:16"
"1531",28,"F","Hispanic","25 - 45","Low","Male",0,-1,4,0,0,"2013-08-25 01:21:23","2013-08-25 08:19:25"
"1532",47,"F","African-American","Greater than 45","Medium","Male",23,-1,7,1,1,"2013-01-22 01:33:48","2014-03-01 11:25:40"
"1533",29,"F","African-American","25 - 45","High","Male",13,0,10,1,1,"2014-12-08 12:41:35","2014-12-10 05:10:10"
"1534",26,"F","African-American","25 - 45","High","Male",9,-1,8,1,1,"2014-03-05 09:51:09","2014-03-08 01:29:05"
"1535",31,"M","Other","25 - 45","Low","Male",0,-1,1,0,0,"2014-02-28 09:25:17","2014-03-03 04:49:52"
"1536",28,"F","Caucasian","25 - 45","Medium","Male",0,0,7,0,0,"2013-04-07 02:56:56","2013-04-08 03:59:28"
"1537",48,"M","Caucasian","Greater than 45","Low","Male",1,0,1,1,1,"2013-12-24 01:37:02","2013-12-24 07:38:32"
"1538",44,"M","Caucasian","25 - 45","Low","Male",0,-1,1,0,0,"2013-04-18 02:39:42","2013-04-18 07:19:45"
"1539",42,"M","African-American","25 - 45","Medium","Male",7,-1,5,0,0,"2013-05-10 07:11:40","2013-05-11 06:30:56"
"1540",39,"F","African-American","25 - 45","Medium","Male",5,-1,7,0,0,"2013-05-22 02:25:27","2013-05-26 02:44:47"
"1541",46,"F","Hispanic","Greater than 45","Low","Female",2,-1,1,0,0,"2013-12-17 03:27:50","2013-12-20 07:38:29"
"1542",55,"M","Caucasian","Greater than 45","Medium","Male",0,-1,5,0,0,"2013-08-25 06:52:16","2013-09-04 08:36:18"
"1543",27,"F","African-American","25 - 45","High","Male",5,-1,9,1,1,"2013-11-08 04:23:08","2013-11-12 10:03:30"
"1544",31,"M","Caucasian","25 - 45","High","Female",0,-1,9,0,0,"2013-11-10 05:13:10","2013-11-15 03:36:58"
"1545",25,"F","African-American","25 - 45","Low","Male",0,-1,2,0,0,"2013-09-17 07:20:44","2013-09-18 01:35:06"
"1546",32,"M","Caucasian","25 - 45","Medium","Male",6,0,7,0,0,"2014-02-06 04:39:20","2014-02-06 08:49:20"
"1547",36,"F","African-American","25 - 45","Medium","Male",2,-1,5,0,0,"2013-03-10 07:15:50","2013-03-11 01:32:19"
"1548",21,"F","African-American","Less than 25","Medium","Male",3,-1,7,1,1,"2013-11-09 02:29:56","2013-11-13 09:54:35"
"1549",39,"M","Caucasian","25 - 45","Low","Male",2,0,4,0,0,"2013-12-22 12:50:58","2013-12-22 08:44:32"
"1550",26,"M","African-American","25 - 45","Low","Female",0,0,2,0,0,"2013-08-01 12:06:58","2013-08-01 07:33:02"
"1551",28,"F","African-American","25 - 45","High","Male",8,0,8,1,1,"2013-03-06 02:21:02","2013-03-26 09:13:38"
"1552",67,"M","Caucasian","Greater than 45","Low","Male",2,-4,1,1,1,"2014-07-03 01:49:24","2014-07-03 08:41:51"
"1553",22,"F","Other","Less than 25","Low","Female",0,-1,4,0,0,"2013-01-31 04:40:20","2013-02-02 12:53:20"
"1554",37,"M","Caucasian","25 - 45","Low","Male",3,-1,1,0,0,"2013-04-21 07:57:11","2013-04-22 03:57:11"
"1555",23,"M","African-American","Less than 25","High","Male",2,-1,8,1,1,"2013-02-02 06:32:38","2013-02-04 09:12:27"
"1556",49,"M","African-American","Greater than 45","Medium","Female",14,-1,7,1,1,"2014-04-09 01:43:23","2014-08-09 03:21:34"
"1557",32,"M","Caucasian","25 - 45","Medium","Male",9,0,7,1,1,"2013-04-14 12:36:39","2013-04-19 10:22:27"
"1558",41,"M","Caucasian","25 - 45","Medium","Male",9,-1,6,0,0,"2013-01-11 08:17:58","2013-02-13 05:54:09"
"1559",25,"M","African-American","25 - 45","Low","Male",1,0,3,0,0,"2013-04-01 01:23:05","2013-04-01 02:19:10"
"1560",58,"M","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0,"2013-12-09 10:34:54","2013-12-10 01:12:56"
"1561",44,"M","African-American","25 - 45","High","Male",19,-17,9,1,1,"2014-08-03 01:39:31","2014-08-20 11:15:38"
"1562",28,"F","African-American","25 - 45","Low","Male",1,0,4,1,0,"2013-05-27 12:20:56","2013-06-12 10:12:20"
"1563",39,"F","African-American","25 - 45","Medium","Female",0,-1,5,1,1,"2013-11-07 03:39:53","2013-11-09 07:36:17"
"1564",54,"F","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0,"2013-12-24 11:18:23","2013-12-31 04:10:32"
"1565",43,"M","Caucasian","25 - 45","Low","Male",0,-1,4,0,0,"2013-11-12 09:31:37","2013-11-13 03:53:01"
"1566",31,"M","African-American","25 - 45","High","Male",5,0,10,0,0,"2013-09-05 01:39:00","2013-09-05 07:44:12"
"1567",30,"F","African-American","25 - 45","High","Male",11,0,10,0,0,"2013-02-03 02:23:20","2013-05-31 05:51:07"
"1568",27,"M","Caucasian","25 - 45","Low","Male",4,-1,4,1,1,"2013-10-13 03:17:05","2013-10-14 05:58:23"
"1569",28,"M","African-American","25 - 45","Low","Male",0,-1,2,1,1,"2013-12-29 05:26:13","2013-12-30 08:22:11"
"1570",24,"M","African-American","Less than 25","Medium","Male",0,-1,7,0,0,"2013-04-14 10:11:00","2013-04-15 03:52:07"
"1571",43,"M","Caucasian","25 - 45","Low","Male",0,0,1,0,0,"2014-02-13 04:10:00","2014-02-13 12:52:46"
"1572",44,"M","African-American","25 - 45","Low","Male",10,-7,4,1,1,"2014-02-19 05:23:30","2014-02-24 08:43:38"
"1573",24,"F","Hispanic","Less than 25","High","Male",11,-15,10,1,1,"2013-03-12 11:19:44","2013-03-13 01:53:48"
"1574",23,"F","African-American","Less than 25","Low","Male",0,-1,3,0,0,"2013-01-09 05:06:14","2013-01-11 03:18:41"
"1575",36,"M","Caucasian","25 - 45","Low","Male",5,-1,3,1,1,"2014-10-15 12:03:35","2014-10-16 02:21:07"
"1576",27,"F","Caucasian","25 - 45","High","Male",1,-1,9,0,0,"2014-01-01 04:41:12","2014-01-02 08:10:32"
"1577",24,"F","African-American","Less than 25","High","Male",0,0,10,1,1,"2013-03-02 02:07:15","2013-03-03 09:02:05"
"1578",66,"M","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0,"2013-04-06 11:23:02","2013-04-07 01:22:00"
"1579",36,"F","Caucasian","25 - 45","Low","Female",3,0,4,0,0,"2013-11-14 04:58:52","2013-12-09 09:49:51"
"1580",53,"F","Hispanic","Greater than 45","High","Male",9,-1,8,1,1,"2014-11-08 02:17:47","2015-03-18 10:15:00"
"1581",23,"F","Caucasian","Less than 25","Low","Male",1,0,3,1,1,"2013-02-22 01:47:49","2013-02-22 09:23:57"
"1582",22,"M","African-American","Less than 25","Medium","Female",0,0,7,1,1,"2014-10-29 01:41:40","2014-10-29 07:55:17"
